person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
21,38400,OWN,0.0,VENTURE,C,12200,,0,0.32,Y,4
25,48000,RENT,9.0,PERSONAL,B,4800,,0,0.1,N,4
23,26000,RENT,1.0,EDUCATION,B,4000,,0,0.15,N,4
24,37000,RENT,8.0,EDUCATION,D,10500,,0,0.28,N,4
22,17280,RENT,0.0,VENTURE,D,3500,,1,0.2,Y,4
26,105000,RENT,1.0,DEBTCONSOLIDATION,B,12100,,0,0.12,N,3
23,60000,MORTGAGE,7.0,VENTURE,A,7200,,0,0.12,N,4
21,18000,RENT,,MEDICAL,C,2400,14.72,0,0.13,N,3
23,58200,MORTGAGE,2.0,PERSONAL,B,13000,,0,0.22,N,3
23,36000,RENT,,DEBTCONSOLIDATION,B,9000,11.11,0,0.25,N,4
21,46800,MORTGAGE,,MEDICAL,A,5000,7.51,0,0.11,N,4
22,25200,RENT,1.0,EDUCATION,B,4000,,0,0.16,N,3
23,46800,OWN,7.0,VENTURE,C,9000,,0,0.19,N,4
23,38800,RENT,2.0,EDUCATION,A,14575,,1,0.38,N,2
23,69996,OWN,2.0,VENTURE,B,10000,,0,0.14,N,3
24,23000,RENT,1.0,MEDICAL,C,5000,,0,0.22,N,4
25,120000,RENT,1.0,HOMEIMPROVEMENT,A,12000,,0,0.1,N,3
25,54000,RENT,,HOMEIMPROVEMENT,D,12000,16.77,1,0.22,N,2
22,34992,RENT,1.0,DEBTCONSOLIDATION,B,5000,,0,0.14,N,2
22,36000,MORTGAGE,0.0,PERSONAL,B,12375,,0,0.34,N,3
23,89000,RENT,7.0,EDUCATION,C,7000,,0,0.08,Y,3
23,30000,RENT,1.0,MEDICAL,A,8400,,1,0.28,N,2
22,32400,MORTGAGE,1.0,DEBTCONSOLIDATION,A,5500,,0,0.17,N,2
24,48720,RENT,,EDUCATION,C,10000,13.85,0,0.21,Y,3
25,60000,RENT,1.0,EDUCATION,A,10000,,0,0.17,N,4
26,35000,RENT,10.0,EDUCATION,B,12875,,1,0.37,N,3
21,61464,MORTGAGE,5.0,HOMEIMPROVEMENT,C,4000,,1,0.07,Y,2
25,48000,RENT,0.0,HOMEIMPROVEMENT,F,3200,,1,0.07,Y,4
24,82726,MORTGAGE,7.0,HOMEIMPROVEMENT,C,20000,,0,0.24,N,4
26,46800,MORTGAGE,,PERSONAL,D,6000,14.91,0,0.13,Y,3
22,38400,MORTGAGE,,PERSONAL,B,5000,11.49,0,0.13,N,3
25,80000,RENT,0.0,MEDICAL,B,11200,,0,0.14,N,2
25,42000,MORTGAGE,9.0,MEDICAL,A,9100,,0,0.22,N,3
26,50000,RENT,10.0,PERSONAL,B,18950,,1,0.38,N,3
22,130000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,14500,,0,0.11,N,2
21,21600,MORTGAGE,6.0,MEDICAL,A,7575,,0,0.35,N,2
23,20124,RENT,,MEDICAL,C,5950,13.49,0,0.3,Y,3
21,28776,MORTGAGE,,VENTURE,A,8000,8.9,0,0.28,N,2
25,72000,RENT,,DEBTCONSOLIDATION,A,17000,7.88,0,0.24,N,3
22,48000,RENT,3.0,VENTURE,A,4000,,0,0.08,N,3
24,75000,OWN,8.0,VENTURE,B,29800,,0,0.4,N,3
25,41412,RENT,,MEDICAL,B,7600,11.12,0,0.18,N,4
21,19968,RENT,4.0,EDUCATION,C,5000,,1,0.25,N,2
22,40000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,4750,,0,0.12,N,3
23,90000,MORTGAGE,6.0,EDUCATION,A,12000,,0,0.13,N,3
23,52360,MORTGAGE,,PERSONAL,D,15000,16.49,0,0.29,Y,2
23,32535,RENT,6.0,DEBTCONSOLIDATION,B,4000,,0,0.12,N,2
26,122000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,4800,,0,0.04,Y,2
23,44496,MORTGAGE,2.0,EDUCATION,A,3500,,0,0.08,N,4
23,29000,OWN,,EDUCATION,F,10000,18.62,1,0.34,N,4
24,16000,RENT,2.0,EDUCATION,D,4200,,1,0.26,N,2
23,39292,MORTGAGE,3.0,MEDICAL,A,3250,,1,0.08,N,3
22,42000,OWN,0.0,EDUCATION,C,12000,,0,0.29,N,3
24,70000,OWN,,EDUCATION,A,6000,5.42,0,0.09,N,2
25,82000,RENT,5.0,HOMEIMPROVEMENT,C,6000,,0,0.07,N,3
26,120000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,6000,,0,0.05,N,2
22,45000,RENT,0.0,EDUCATION,C,4000,,0,0.09,Y,3
23,48000,MORTGAGE,7.0,EDUCATION,A,14125,,0,0.29,N,3
23,120000,MORTGAGE,,PERSONAL,A,10000,,0,0.08,N,2
24,20856,OWN,,PERSONAL,B,10000,10.59,0,0.48,N,3
24,60000,MORTGAGE,8.0,DEBTCONSOLIDATION,C,21000,,0,0.35,Y,3
24,130000,OWN,8.0,VENTURE,B,22800,,0,0.18,N,2
22,75600,MORTGAGE,3.0,EDUCATION,A,10000,,0,0.13,N,4
23,24000,RENT,1.0,VENTURE,B,14075,,1,0.59,N,4
21,15000,RENT,4.0,VENTURE,D,2200,,0,0.15,N,4
22,24605,OWN,3.0,EDUCATION,C,10000,,0,0.41,N,4
23,28000,OWN,1.0,EDUCATION,C,7500,,0,0.27,N,4
22,18000,RENT,0.0,PERSONAL,B,3600,,1,0.2,N,2
22,42000,MORTGAGE,,DEBTCONSOLIDATION,A,3200,7.9,1,0.08,N,3
24,28800,RENT,5.0,PERSONAL,A,8000,,0,0.28,N,3
21,24000,RENT,,MEDICAL,C,10000,13.48,1,0.42,N,2
22,30000,RENT,,PERSONAL,D,6400,15.99,1,0.21,N,4
23,62471,MORTGAGE,,PERSONAL,A,12000,6.91,0,0.19,N,4
25,22000,OWN,0.0,PERSONAL,E,7500,,0,0.34,N,3
25,19200,RENT,5.0,HOMEIMPROVEMENT,B,4000,,1,0.21,N,3
22,36000,RENT,6.0,EDUCATION,B,4000,,0,0.11,N,2
23,73426,MORTGAGE,0.0,DEBTCONSOLIDATION,C,7500,,0,0.1,Y,2
24,66300,RENT,4.0,MEDICAL,D,30000,,1,0.38,N,3
22,37000,RENT,,DEBTCONSOLIDATION,B,10000,,0,0.27,N,2
26,36000,RENT,,MEDICAL,A,5400,8.9,0,0.15,N,4
23,60000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,10000,,0,0.17,N,3
25,27600,RENT,,HOMEIMPROVEMENT,B,3500,10.99,1,0.13,N,4
22,35000,RENT,1.0,EDUCATION,C,2400,,0,0.07,Y,4
26,50000,RENT,0.0,HOMEIMPROVEMENT,B,13000,,0,0.26,N,4
22,37200,RENT,6.0,MEDICAL,B,10000,,1,0.27,N,3
23,21000,OWN,,VENTURE,C,3825,14.65,0,0.18,N,4
23,91000,MORTGAGE,3.0,EDUCATION,B,12000,,0,0.13,N,4
24,50400,RENT,8.0,DEBTCONSOLIDATION,A,1500,,0,0.03,N,2
22,24000,OWN,4.0,PERSONAL,C,4750,,0,0.2,Y,3
23,80796,MORTGAGE,7.0,DEBTCONSOLIDATION,A,5000,,0,0.06,N,2
24,35000,RENT,1.0,MEDICAL,B,10000,,0,0.29,N,2
22,50000,MORTGAGE,6.0,VENTURE,C,10000,,0,0.2,Y,3
24,16800,MORTGAGE,,EDUCATION,A,3900,,1,0.23,N,2
26,53000,MORTGAGE,1.0,EDUCATION,A,8000,,0,0.15,N,3
21,8088,RENT,,MEDICAL,C,1200,15.23,0,0.15,Y,2
22,84600,MORTGAGE,4.0,VENTURE,A,6000,,0,0.07,N,4
22,72000,MORTGAGE,3.0,EDUCATION,B,5000,,0,0.07,N,3
24,75000,MORTGAGE,,PERSONAL,A,7000,7.66,0,0.09,N,3
21,102000,RENT,5.0,VENTURE,D,10000,,0,0.1,Y,3
26,117000,MORTGAGE,4.0,VENTURE,A,14400,,0,0.12,N,4
26,92040,MORTGAGE,6.0,VENTURE,A,10000,,0,0.11,N,3
24,28800,RENT,2.0,MEDICAL,B,8875,,1,0.31,N,4
23,34000,RENT,1.0,PERSONAL,C,9500,,1,0.28,Y,4
25,57500,MORTGAGE,5.0,HOMEIMPROVEMENT,C,12275,,0,0.21,N,3
25,120000,MORTGAGE,6.0,EDUCATION,B,10000,,0,0.08,N,2
25,36000,RENT,6.0,PERSONAL,B,15000,,1,0.42,N,3
24,95000,RENT,5.0,VENTURE,B,14000,,0,0.15,N,4
24,150000,RENT,8.0,PERSONAL,B,5000,,0,0.03,N,2
25,62400,OWN,,DEBTCONSOLIDATION,D,15000,17.58,0,0.24,N,3
22,50000,RENT,1.0,EDUCATION,A,11000,,0,0.22,N,3
23,36000,OWN,,VENTURE,A,5500,5.42,0,0.15,N,3
22,59000,OTHER,3.0,HOMEIMPROVEMENT,D,12000,,1,0.2,Y,4
22,183000,MORTGAGE,3.0,EDUCATION,A,1000,,0,0.01,N,2
26,85000,MORTGAGE,0.0,MEDICAL,B,8000,,0,0.09,N,4
24,40000,RENT,,PERSONAL,D,3000,17.27,1,0.07,Y,2
22,50000,OWN,1.0,EDUCATION,A,3600,,0,0.07,N,3
21,27200,RENT,0.0,EDUCATION,C,5000,,0,0.18,N,3
23,20400,RENT,5.0,EDUCATION,D,5500,,0,0.27,N,2
26,20004,MORTGAGE,4.0,HOMEIMPROVEMENT,B,3600,,0,0.18,N,4
26,39996,RENT,0.0,MEDICAL,B,12000,,0,0.3,N,3
22,54800,OWN,7.0,EDUCATION,A,8000,,0,0.15,N,2
24,55000,MORTGAGE,8.0,EDUCATION,B,9600,,0,0.17,N,3
25,33280,RENT,1.0,PERSONAL,B,5500,,0,0.17,N,2
22,75500,MORTGAGE,6.0,PERSONAL,A,12000,,0,0.16,N,2
21,55600,RENT,2.0,PERSONAL,A,6000,,0,0.11,N,3
25,45996,RENT,2.0,VENTURE,G,5000,,1,0.11,Y,2
22,46000,RENT,1.0,DEBTCONSOLIDATION,D,6200,,1,0.13,N,3
22,69700,RENT,4.0,EDUCATION,B,11200,,0,0.16,N,2
26,110000,RENT,3.0,HOMEIMPROVEMENT,C,25000,,0,0.23,Y,2
23,130000,MORTGAGE,,MEDICAL,A,6000,5.42,0,0.05,N,4
22,25000,OWN,,VENTURE,A,5000,6.03,0,0.2,N,3
25,60000,RENT,2.0,EDUCATION,B,20000,,1,0.33,N,4
24,39000,RENT,4.0,HOMEIMPROVEMENT,C,8000,,1,0.21,N,2
22,39000,MORTGAGE,6.0,EDUCATION,A,10750,,0,0.28,N,4
26,145992,MORTGAGE,0.0,PERSONAL,D,20000,,0,0.14,Y,2
26,50000,RENT,0.0,PERSONAL,B,4800,,0,0.1,N,2
24,73399,RENT,0.0,EDUCATION,D,27000,,1,0.37,N,2
23,24000,RENT,0.0,PERSONAL,B,6000,,0,0.25,N,3
24,38700,RENT,2.0,DEBTCONSOLIDATION,B,10000,,0,0.26,N,3
23,80000,MORTGAGE,,PERSONAL,A,3000,5.99,0,0.04,N,3
24,35000,RENT,9.0,EDUCATION,A,1500,,0,0.04,N,3
26,64000,RENT,,DEBTCONSOLIDATION,B,1000,10.75,0,0.02,N,2
22,59000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,6400,,0,0.11,N,4
23,46932,OWN,,EDUCATION,A,7000,5.79,0,0.15,N,3
22,12996,OWN,1.0,VENTURE,B,4750,,1,0.37,N,2
24,73000,RENT,2.0,PERSONAL,A,6500,,0,0.09,N,2
22,55000,OWN,,PERSONAL,A,1275,6.91,0,0.02,N,4
26,85000,MORTGAGE,,DEBTCONSOLIDATION,B,6000,9.88,0,0.07,N,2
26,57550,MORTGAGE,,DEBTCONSOLIDATION,A,3500,5.42,0,0.06,N,4
23,75000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,9500,,0,0.13,Y,3
24,40000,RENT,3.0,MEDICAL,A,10000,,0,0.25,N,2
23,16080,RENT,,EDUCATION,D,3000,16.29,1,0.19,Y,2
23,76000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,9000,,1,0.12,Y,3
24,47000,MORTGAGE,1.0,EDUCATION,B,8500,,0,0.18,N,4
23,36000,RENT,5.0,VENTURE,B,8000,,0,0.22,N,2
25,49000,OWN,6.0,PERSONAL,C,3000,,0,0.06,N,4
22,31500,RENT,3.0,DEBTCONSOLIDATION,D,2900,,1,0.09,Y,3
22,35000,RENT,0.0,DEBTCONSOLIDATION,B,3000,,0,0.09,N,2
21,21600,OWN,,VENTURE,A,7125,6.99,0,0.33,N,3
25,60000,RENT,4.0,EDUCATION,A,9800,,0,0.16,N,2
23,19200,MORTGAGE,7.0,DEBTCONSOLIDATION,A,3000,,1,0.16,N,3
23,23760,RENT,2.0,PERSONAL,B,2800,,0,0.12,N,4
23,42000,RENT,0.0,VENTURE,C,5000,,1,0.12,N,3
25,64000,RENT,0.0,DEBTCONSOLIDATION,E,20000,,1,0.31,Y,4
23,55000,RENT,0.0,VENTURE,C,12300,,0,0.22,N,2
24,56000,MORTGAGE,8.0,EDUCATION,A,12000,,0,0.21,N,2
24,43995,RENT,,EDUCATION,C,7400,13.99,1,0.17,Y,3
22,175000,MORTGAGE,6.0,MEDICAL,B,18000,,0,0.1,N,3
22,60000,MORTGAGE,,DEBTCONSOLIDATION,A,5000,6.54,0,0.08,N,3
23,112800,MORTGAGE,3.0,EDUCATION,B,35000,,0,0.31,N,2
24,80000,MORTGAGE,8.0,PERSONAL,A,9000,,0,0.11,N,2
23,103240,MORTGAGE,0.0,VENTURE,A,4000,,0,0.04,N,3
25,54000,RENT,8.0,DEBTCONSOLIDATION,C,19000,,1,0.35,Y,2
26,30000,RENT,4.0,MEDICAL,C,5000,,0,0.17,Y,4
21,42500,RENT,0.0,DEBTCONSOLIDATION,B,2500,,0,0.06,N,4
23,54000,RENT,7.0,MEDICAL,B,4500,,1,0.08,N,3
24,8400,RENT,,EDUCATION,C,1500,13.99,1,0.18,N,4
23,39996,RENT,7.0,PERSONAL,B,2000,,0,0.05,N,2
22,39000,OWN,6.0,MEDICAL,A,1000,,0,0.03,N,2
24,50500,RENT,7.0,EDUCATION,A,9600,,0,0.19,N,4
23,33000,RENT,4.0,EDUCATION,C,8000,,0,0.24,N,3
25,48600,RENT,0.0,MEDICAL,A,12000,,0,0.25,N,2
25,27800,OWN,,EDUCATION,A,14125,6.99,0,0.51,N,2
25,42000,RENT,1.0,DEBTCONSOLIDATION,B,6000,,0,0.14,N,2
24,72000,OWN,,EDUCATION,B,16000,12.42,0,0.22,N,2
25,61000,RENT,9.0,MEDICAL,A,6000,,0,0.1,N,3
22,40000,RENT,2.0,DEBTCONSOLIDATION,A,4000,,0,0.1,N,3
23,25800,RENT,2.0,PERSONAL,C,6000,,0,0.23,Y,4
24,90000,RENT,8.0,PERSONAL,B,10000,,0,0.11,N,4
24,21600,RENT,,EDUCATION,B,10000,9.91,1,0.46,N,3
26,59000,RENT,3.0,EDUCATION,C,20000,,1,0.34,N,2
25,63128,RENT,,VENTURE,A,1500,7.49,0,0.02,N,2
25,56000,MORTGAGE,,PERSONAL,A,5000,5.42,0,0.09,N,4
22,36000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,5250,,0,0.15,N,2
22,60000,RENT,0.0,EDUCATION,A,6025,,0,0.1,N,4
21,12000,RENT,0.0,PERSONAL,C,2200,,1,0.18,N,4
23,57600,MORTGAGE,0.0,EDUCATION,B,1000,,0,0.02,N,2
22,33300,RENT,0.0,MEDICAL,B,13250,,1,0.4,N,3
23,19200,OWN,,HOMEIMPROVEMENT,A,6000,6.54,1,0.31,N,4
23,54000,MORTGAGE,,PERSONAL,B,5000,9.99,0,0.09,N,2
22,10800,RENT,,MEDICAL,C,3600,12.23,1,0.33,Y,3
26,59000,RENT,3.0,MEDICAL,D,12000,,1,0.2,N,4
24,62000,MORTGAGE,7.0,PERSONAL,A,6200,,0,0.1,N,2
21,20000,RENT,0.0,MEDICAL,A,2000,,0,0.1,N,3
22,19008,OWN,,VENTURE,A,12000,5.42,1,0.63,N,2
22,41604,OWN,1.0,EDUCATION,B,14400,,0,0.35,N,4
23,78000,RENT,7.0,MEDICAL,B,20000,,0,0.26,N,4
23,33359,RENT,2.0,MEDICAL,A,9000,,1,0.27,N,4
26,44400,MORTGAGE,,DEBTCONSOLIDATION,C,6500,14.35,0,0.15,N,3
24,30000,RENT,6.0,PERSONAL,E,7750,,0,0.26,N,4
23,108000,RENT,7.0,DEBTCONSOLIDATION,B,10000,,1,0.09,N,3
21,35324,RENT,4.0,EDUCATION,B,6000,,0,0.17,N,4
25,93000,RENT,3.0,HOMEIMPROVEMENT,B,12000,,0,0.13,N,3
22,41000,RENT,6.0,VENTURE,A,5000,,0,0.12,N,2
25,52000,MORTGAGE,8.0,EDUCATION,C,3900,,0,0.07,Y,4
23,75000,RENT,4.0,PERSONAL,B,5000,,0,0.07,N,4
24,57500,RENT,4.0,DEBTCONSOLIDATION,C,2525,,0,0.04,N,4
22,30000,OWN,,MEDICAL,C,7000,13.98,0,0.23,Y,2
22,19200,RENT,0.0,DEBTCONSOLIDATION,E,3000,,1,0.16,Y,2
30,10200,OWN,,HOMEIMPROVEMENT,B,5500,10.36,1,0.54,N,8
27,10400,OWN,,PERSONAL,C,4750,14.72,1,0.46,Y,7
34,156000,RENT,4.0,EDUCATION,A,35000,,0,0.22,N,5
30,10800,OWN,,EDUCATION,B,2400,9.99,1,0.22,N,7
31,150000,RENT,,EDUCATION,D,35000,18.25,1,0.23,N,6
28,350000,RENT,1.0,DEBTCONSOLIDATION,B,20000,,0,0.06,N,9
28,11340,OWN,,DEBTCONSOLIDATION,A,2325,6.39,1,0.21,N,7
29,74000,RENT,2.0,DEBTCONSOLIDATION,D,30750,,1,0.42,N,6
31,284400,MORTGAGE,,VENTURE,B,5000,,0,0.02,N,9
28,12000,OWN,,EDUCATION,B,3000,9.62,1,0.25,N,5
28,12000,OWN,,MEDICAL,B,2000,10.75,1,0.17,N,6
28,240000,MORTGAGE,3.0,VENTURE,D,8400,,0,0.04,N,8
29,110000,RENT,9.0,DEBTCONSOLIDATION,B,25600,,0,0.23,N,5
27,57000,RENT,,HOMEIMPROVEMENT,D,25475,15.99,1,0.45,Y,7
32,230000,RENT,16.0,HOMEIMPROVEMENT,A,35000,,0,0.15,N,9
29,230000,MORTGAGE,,MEDICAL,A,8500,7.49,0,0.04,N,10
29,225000,OWN,11.0,PERSONAL,B,24250,,0,0.11,N,7
27,225000,MORTGAGE,1.0,VENTURE,B,14000,,0,0.06,N,7
30,198000,MORTGAGE,5.0,DEBTCONSOLIDATION,E,15000,,1,0.08,Y,9
31,201996,MORTGAGE,11.0,EDUCATION,C,20000,,0,0.1,N,10
27,60000,RENT,11.0,VENTURE,B,25000,,1,0.42,N,8
30,65000,RENT,15.0,HOMEIMPROVEMENT,B,25000,,1,0.38,N,5
28,192000,MORTGAGE,8.0,MEDICAL,B,20000,,0,0.1,N,9
29,190000,MORTGAGE,3.0,EDUCATION,B,14000,,0,0.07,N,6
28,190000,MORTGAGE,7.0,EDUCATION,B,25000,,0,0.13,N,8
31,190000,MORTGAGE,15.0,MEDICAL,C,24000,,0,0.13,N,10
30,78000,RENT,4.0,HOMEIMPROVEMENT,D,25000,,1,0.32,Y,9
27,185232,MORTGAGE,10.0,PERSONAL,A,35000,,0,0.19,N,8
32,80000,RENT,2.0,VENTURE,B,25000,,1,0.31,N,8
31,168000,RENT,1.0,VENTURE,E,20000,,1,0.12,Y,7
28,78000,RENT,0.0,PERSONAL,D,25000,,1,0.32,Y,5
30,96000,RENT,3.0,PERSONAL,B,25000,,0,0.26,N,6
29,163000,RENT,,VENTURE,D,4000,16.29,1,0.02,N,6
27,96000,RENT,11.0,HOMEIMPROVEMENT,E,25000,,0,0.26,N,6
28,175000,RENT,4.0,VENTURE,B,24500,,0,0.14,N,8
28,174000,MORTGAGE,2.0,PERSONAL,D,12000,,0,0.07,N,10
34,158000,MORTGAGE,2.0,VENTURE,C,12000,,1,0.08,N,8
33,15600,OWN,1.0,VENTURE,A,5900,,1,0.38,N,7
30,15600,MORTGAGE,,DEBTCONSOLIDATION,A,6250,5.79,1,0.4,N,6
27,16000,OTHER,1.0,DEBTCONSOLIDATION,D,5750,,1,0.36,Y,8
33,16620,OWN,,HOMEIMPROVEMENT,A,3000,5.99,1,0.18,N,6
31,16656,MORTGAGE,,MEDICAL,C,2400,14.72,1,0.14,N,7
32,160000,MORTGAGE,2.0,MEDICAL,B,3200,,0,0.02,N,5
29,160000,MORTGAGE,8.0,EDUCATION,A,7000,,0,0.04,N,8
28,16800,OWN,,MEDICAL,C,5000,13.98,1,0.3,N,8
30,144600,RENT,14.0,VENTURE,B,24250,,0,0.17,N,6
30,17280,MORTGAGE,0.0,PERSONAL,C,2000,,0,0.12,N,7
35,17640,OWN,,MEDICAL,D,4000,16.29,1,0.23,N,7
27,17795,OWN,4.0,MEDICAL,A,2650,,0,0.15,N,8
30,18000,MORTGAGE,6.0,MEDICAL,B,2200,,1,0.12,N,6
28,85000,RENT,7.0,MEDICAL,B,24000,,0,0.28,N,10
29,125000,RENT,3.0,VENTURE,E,24000,,0,0.19,Y,5
28,206000,RENT,2.0,EDUCATION,C,24000,,0,0.12,Y,5
34,45600,RENT,,PERSONAL,B,23500,11.36,1,0.52,N,9
34,69600,RENT,10.0,VENTURE,A,22650,,1,0.33,N,6
34,39000,RENT,0.0,HOMEIMPROVEMENT,C,22400,,1,0.57,Y,9
29,19200,OWN,7.0,VENTURE,A,6000,,1,0.31,N,5
33,47580,RENT,12.0,PERSONAL,B,21000,,1,0.44,N,8
28,71250,RENT,2.0,PERSONAL,F,21000,,1,0.29,Y,9
28,100511,RENT,1.0,DEBTCONSOLIDATION,D,21000,,1,0.21,Y,5
32,36500,RENT,2.0,DEBTCONSOLIDATION,E,20000,,1,0.55,Y,8
27,50004,RENT,5.0,DEBTCONSOLIDATION,B,20000,,1,0.4,N,9
28,20000,OWN,0.0,MEDICAL,E,10000,,1,0.5,N,7
29,51996,RENT,13.0,VENTURE,D,20000,,1,0.38,Y,5
27,65000,RENT,11.0,VENTURE,B,20000,,1,0.31,N,5
34,67500,RENT,2.0,VENTURE,B,20000,,0,0.3,N,5
34,70000,RENT,1.0,PERSONAL,B,20000,,0,0.29,N,9
27,70000,RENT,3.0,MEDICAL,C,20000,,0,0.29,N,5
34,72000,RENT,6.0,DEBTCONSOLIDATION,B,20000,,0,0.28,N,6
27,75000,RENT,1.0,HOMEIMPROVEMENT,B,20000,,0,0.27,N,6
29,22000,OWN,,PERSONAL,B,2400,10.75,0,0.11,N,7
33,100000,RENT,4.0,PERSONAL,C,20000,,0,0.2,N,7
28,22200,OWN,,HOMEIMPROVEMENT,B,2500,11.49,0,0.11,N,5
28,89250,RENT,0.0,MEDICAL,E,20000,,1,0.19,N,8
35,113000,RENT,0.0,DEBTCONSOLIDATION,E,20000,,1,0.18,N,7
32,129000,RENT,0.0,MEDICAL,B,20000,,0,0.16,N,10
34,148000,RENT,0.0,HOMEIMPROVEMENT,B,20000,,1,0.14,N,6
29,53313,RENT,13.0,MEDICAL,B,19850,,1,0.37,N,7
34,23000,OWN,2.0,PERSONAL,A,2500,,0,0.11,N,7
33,18000,RENT,0.0,DEBTCONSOLIDATION,A,500,,0,0.03,N,6
30,23000,RENT,1.0,MEDICAL,B,950,,0,0.04,N,6
31,10200,RENT,,MEDICAL,D,1000,,1,0.1,Y,10
27,11808,RENT,,MEDICAL,D,1000,14.91,1,0.08,N,8
33,12000,RENT,,EDUCATION,A,1000,7.88,1,0.08,N,7
29,12480,RENT,,EDUCATION,A,1000,8.9,0,0.08,N,9
30,23748,MORTGAGE,,MEDICAL,C,6100,14.27,1,0.26,Y,10
29,83700,RENT,3.0,PERSONAL,C,19000,,0,0.23,N,10
30,24000,MORTGAGE,,DEBTCONSOLIDATION,A,7000,6.62,0,0.29,N,10
27,24000,OWN,1.0,EDUCATION,C,6000,,0,0.25,N,7
31,121000,RENT,15.0,HOMEIMPROVEMENT,D,18400,,0,0.15,Y,10
30,24000,OWN,11.0,VENTURE,A,6000,,0,0.25,N,9
34,45996,RENT,4.0,DEBTCONSOLIDATION,A,18000,,1,0.39,N,9
29,56964,RENT,12.0,DEBTCONSOLIDATION,A,18000,,1,0.32,N,8
30,24000,OWN,,MEDICAL,A,7500,7.88,0,0.31,N,9
27,24000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,9200,,0,0.38,N,9
29,24000,MORTGAGE,7.0,MEDICAL,A,10000,,0,0.42,N,6
32,100000,RENT,2.0,PERSONAL,A,18000,,0,0.18,N,5
33,140000,RENT,2.0,DEBTCONSOLIDATION,C,18000,,0,0.13,N,9
27,24000,MORTGAGE,1.0,VENTURE,C,11000,,0,0.46,Y,6
28,44000,RENT,3.0,EDUCATION,E,17500,,1,0.4,N,10
27,24570,MORTGAGE,2.0,PERSONAL,C,8500,,0,0.35,Y,8
30,55000,RENT,6.0,EDUCATION,B,17000,,1,0.31,N,9
27,60000,RENT,11.0,MEDICAL,C,17000,,0,0.28,N,10
29,25000,MORTGAGE,,EDUCATION,A,8500,7.9,0,0.34,N,5
31,25000,MORTGAGE,,DEBTCONSOLIDATION,A,3000,8.9,0,0.12,N,8
30,25000,MORTGAGE,,DEBTCONSOLIDATION,B,7000,10.99,0,0.28,N,10
29,91000,RENT,10.0,MEDICAL,B,16800,,0,0.18,N,5
31,25000,OWN,5.0,VENTURE,C,4500,,0,0.18,Y,8
27,25000,OWN,4.0,PERSONAL,A,4000,,0,0.16,N,9
35,57721,RENT,3.0,DEBTCONSOLIDATION,B,16500,,0,0.29,N,6
29,44000,RENT,14.0,DEBTCONSOLIDATION,B,16000,,1,0.36,N,9
27,50000,RENT,3.0,MEDICAL,C,16000,,1,0.32,Y,5
35,25380,MORTGAGE,3.0,DEBTCONSOLIDATION,D,5000,,1,0.2,N,10
27,25440,MORTGAGE,5.0,EDUCATION,D,1200,,0,0.05,N,10
30,24000,RENT,,MEDICAL,C,1000,15.96,0,0.04,Y,7
33,24000,RENT,,MEDICAL,D,1000,14.91,1,0.04,Y,5
35,29311,RENT,,EDUCATION,A,1000,7.49,0,0.03,N,9
30,30000,RENT,11.0,MEDICAL,B,1000,,1,0.03,N,10
31,43200,RENT,,MEDICAL,B,1000,10.74,0,0.02,N,9
31,54000,RENT,15.0,MEDICAL,C,1000,,0,0.02,Y,7
33,65000,RENT,4.0,VENTURE,A,1000,,0,0.02,N,9
28,73000,RENT,3.0,HOMEIMPROVEMENT,C,1000,,0,0.01,N,7
30,27000,OWN,,HOMEIMPROVEMENT,A,4200,7.88,0,0.16,N,9
28,53000,RENT,12.0,MEDICAL,C,1200,,0,0.02,Y,8
31,14400,RENT,0.0,EDUCATION,C,1250,,1,0.09,N,8
31,54000,RENT,2.0,DEBTCONSOLIDATION,A,1400,,0,0.03,N,8
31,78411,RENT,9.0,DEBTCONSOLIDATION,A,1400,,0,0.02,N,6
29,17000,RENT,0.0,EDUCATION,C,1450,,0,0.09,N,6
27,24000,RENT,2.0,MEDICAL,A,1450,,0,0.06,N,9
31,36000,RENT,12.0,VENTURE,B,1450,,0,0.04,N,7
30,27996,RENT,9.0,MEDICAL,C,1500,,0,0.05,Y,8
28,30000,RENT,,HOMEIMPROVEMENT,B,1500,9.63,1,0.05,N,10
27,30000,RENT,0.0,EDUCATION,C,1500,,0,0.05,N,6
32,43625,RENT,2.0,EDUCATION,B,1500,,0,0.03,N,6
30,39000,RENT,,DEBTCONSOLIDATION,A,1500,7.51,1,0.04,N,9
28,40000,RENT,1.0,MEDICAL,C,1700,,0,0.04,N,9
30,12000,RENT,,MEDICAL,C,1800,14.35,0,0.15,Y,5
